1,AS/1,AS/1/ID,AS/1/LABEL,AS/2,AS/2/ID,AS/2/LABEL,AS/3,AS/3/ID,AS/3/LABEL,AS/4,AS/4/ID,AS/4/LABEL,AS/5,AS/5/ID,AS/5/LABEL,AS/6,AS/6/ID,AS/6/LABEL,AS/7,AS/7/ID,AS/7/LABEL,AS/8,AS/8/ID,AS/8/LABEL,AS/9,AS/9/ID,AS/9/LABEL,AS/10,AS/10/ID,AS/10/LABEL,AS/11,AS/11/ID,AS/11/LABEL,AS/12,AS/12/ID,AS/12/LABEL,CT/1 - Sources,BGene/1,NV notes
817,cell,CL:0000000,cell,hematopoietic cell,CL:0000988,hematopoietic cell,myeloid cell,CL:0000763,myeloid cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,pan-human-azimuth,sc_transcriptomics,
818,cell,CL:0000000,cell,hematopoietic cell,CL:0000988,hematopoietic cell,hematopoietic precursor cell,CL:0008001,hematopoietic precursor cell,hematopoietic lineage restricted progenitor cell,CL:0002031,hematopoietic lineage restricted progenitor cell,lymphoid lineage restricted progenitor cell,CL:0000838,lymphoid lineage restricted progenitor cell,pro-B cell,CL:0000826,pro-B cell,fraction A pre-pro B cell,CL:0002045,fraction A pre-pro B cell,,,,,,,,,,,,,,,,pan-human-azimuth,sc_transcriptomics,
819,cell,CL:0000000,cell,germ line cell,CL:0000039,germ line cell,germ cell,CL:0000586,germ cell,male germ cell,CL:0000015,male germ cell,spermatid,CL:0000018,spermatid,,,,,,,,,,,,,,,,,,,,,,pan-human-azimuth,sc_transcriptomics,
820,cell,CL:0000000,cell,hematopoietic cell,CL:0000988,hematopoietic cell,leukocyte,CL:0000738,leukocyte,mononuclear leukocyte,CL:0000842,mononuclear leukocyte,lymphocyte,CL:0000542,lymphocyte,innate lymphoid cell,CL:0001065,innate lymphoid cell,group 1 innate lymphoid cell,CL:0001067,group 1 innate lymphoid cell,natural killer cell,CL:0000623,natural killer cell,mature natural killer cell,CL:0000824,mature natural killer cell,"CD16-positive, CD56-dim natural killer cell, human",CL:0000939,"CD16-positive, CD56-dim natural killer cell, human",,,,,,,pan-human-azimuth,sc_transcriptomics,
821,cell,CL:0000000,cell,hematopoietic cell,CL:0000988,hematopoietic cell,hematopoietic precursor cell,CL:0008001,hematopoietic precursor cell,hematopoietic lineage restricted progenitor cell,CL:0002031,hematopoietic lineage restricted progenitor cell,myeloid lineage restricted progenitor cell,CL:0000839,myeloid lineage restricted progenitor cell,granulocytopoietic cell,CL:0002191,granulocytopoietic cell,,,,,,,,,,,,,,,,,,,pan-human-azimuth,sc_transcriptomics,
822,cell,CL:0000000,cell,precursor cell,CL:0011115,precursor cell,progenitor cell,CL:0011026,progenitor cell,muscle precursor cell,CL:0000680,muscle precursor cell,myoblast,CL:0000056,myoblast,skeletal muscle myoblast,CL:0000515,skeletal muscle myoblast,,,,,,,,,,,,,,,,,,,pan-human-azimuth,sc_transcriptomics,
823,cell,CL:0000000,cell,endothelial cell,CL:0000115,endothelial cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,popv,sc_transcriptomics,
824,cell,CL:0000000,cell,precursor cell,CL:0011115,precursor cell,stem cell,CL:0000034,stem cell,multi fate stem cell,CL:0000048,multi fate stem cell,mesenchymal stem cell,CL:0000134,mesenchymal stem cell,,,,,,,,,,,,,,,,,,,,,,popv,sc_transcriptomics,
825,cell,CL:0000000,cell,connective tissue cell,CL:0002320,connective tissue cell,stromal cell,CL:0000499,stromal cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,popv,sc_transcriptomics,
826,cell,CL:0000000,cell,hematopoietic cell,CL:0000988,hematopoietic cell,leukocyte,CL:0000738,leukocyte,mononuclear leukocyte,CL:0000842,mononuclear leukocyte,lymphocyte,CL:0000542,lymphocyte,T cell,CL:0000084,T cell,mature T cell,CL:0002419,mature T cell,mature alpha-beta T cell,CL:0000791,mature alpha-beta T cell,"CD8-positive, alpha-beta T cell",CL:0000625,"CD8-positive, alpha-beta T cell",,,,,,,,,,popv,sc_transcriptomics,
827,cell,CL:0000000,cell,hematopoietic cell,CL:0000988,hematopoietic cell,leukocyte,CL:0000738,leukocyte,mononuclear leukocyte,CL:0000842,mononuclear leukocyte,mononuclear phagocyte,CL:0000113,mononuclear phagocyte,dendritic cell,CL:0000451,dendritic cell,plasmacytoid dendritic cell,CL:0000784,plasmacytoid dendritic cell,,,,,,,,,,,,,,,,popv,sc_transcriptomics,
828,cell,CL:0000000,cell,hematopoietic cell,CL:0000988,hematopoietic cell,leukocyte,CL:0000738,leukocyte,myeloid leukocyte,CL:0000766,myeloid leukocyte,monocyte,CL:0000576,monocyte,classical monocyte,CL:0000860,classical monocyte,,,,,,,,,,,,,,,,,,,popv,sc_transcriptomics,
829,cell,CL:0000000,cell,epithelial cell,CL:0000066,epithelial cell,endo-epithelial cell,CL:0002076,endo-epithelial cell,respiratory tract epithelial cell,CL:0002368,respiratory tract epithelial cell,epithelial cell of lower respiratory tract,CL:0002632,epithelial cell of lower respiratory tract,epithelial cell of lung,CL:0000082,epithelial cell of lung,pulmonary alveolar epithelial cell,CL:0000322,pulmonary alveolar epithelial cell,pulmonary alveolar type 2 cell,CL:0002063,pulmonary alveolar type 2 cell,,,,,,,,,,,,,popv,sc_transcriptomics,
830,cell,CL:0000000,cell,epithelial cell,CL:0000066,epithelial cell,columnar/cuboidal epithelial cell,CL:0000075,columnar/cuboidal epithelial cell,brush border epithelial cell,CL:0000239,brush border epithelial cell,enterocyte,CL:0000584,enterocyte,enterocyte of epithelium of large intestine,CL:0002071,enterocyte of epithelium of large intestine,,,,,,,,,,,,,,,,,,,popv,sc_transcriptomics,
831,cell,CL:0000000,cell,epithelial cell,CL:0000066,epithelial cell,secretory epithelial cell,CL:1100001,secretory epithelial cell,enteroendocrine cell,CL:0000164,enteroendocrine cell,pancreatic endocrine cell,CL:0008024,pancreatic endocrine cell,pancreatic PP cell,CL:0002275,pancreatic PP cell,,,,,,,,,,,,,,,,,,,popv,sc_transcriptomics,
832,cell,CL:0000000,cell,connective tissue cell,CL:0002320,connective tissue cell,stromal cell,CL:0000499,stromal cell,fibroblast,CL:0000057,fibroblast,neural crest derived fibroblast,CL:0000005,neural crest derived fibroblast,keratocyte,CL:0002363,keratocyte,,,,,,,,,,,,,,,,,,,popv,sc_transcriptomics,
833,cell,CL:0000000,cell,muscle cell,CL:0000187,muscle cell,non-striated muscle cell,CL:0008000,non-striated muscle cell,smooth muscle cell,CL:0000192,smooth muscle cell,uterine smooth muscle cell,CL:0002601,uterine smooth muscle cell,myometrial cell,CL:0002366,myometrial cell,,,,,,,,,,,,,,,,,,,popv,sc_transcriptomics,
834,cell,CL:0000000,cell,epithelial cell,CL:0000066,epithelial cell,endo-epithelial cell,CL:0002076,endo-epithelial cell,respiratory tract epithelial cell,CL:0002368,respiratory tract epithelial cell,respiratory tract secretory epithelial cell,CL:0008055,respiratory tract secretory epithelial cell,respiratory tract goblet cell,CL:0002370,respiratory tract goblet cell,,,,,,,,,,,,,,,,,,,popv,sc_transcriptomics,
835,cell,CL:0000000,cell,epithelial cell,CL:0000066,epithelial cell,endo-epithelial cell,CL:0002076,endo-epithelial cell,epithelial cell of alimentary canal,CL:0002251,epithelial cell of alimentary canal,intestinal epithelial cell,CL:0002563,intestinal epithelial cell,epithelial cell of small intestine,CL:0002254,epithelial cell of small intestine,intestinal crypt stem cell of small intestine,CL:0009017,intestinal crypt stem cell of small intestine,,,,,,,,,,,,,,,,popv,sc_transcriptomics,
836,cell,CL:0000000,cell,epithelial cell,CL:0000066,epithelial cell,endo-epithelial cell,CL:0002076,endo-epithelial cell,respiratory tract epithelial cell,CL:0002368,respiratory tract epithelial cell,respiratory tract secretory epithelial cell,CL:0008055,respiratory tract secretory epithelial cell,respiratory tract goblet cell,CL:0002370,respiratory tract goblet cell,tracheobronchial goblet cell,CL:0019003,tracheobronchial goblet cell,tracheal goblet cell,CL:1000329,tracheal goblet cell,,,,,,,,,,,,,popv,sc_transcriptomics,
837,cell,CL:0000000,cell,epithelial cell,CL:0000066,epithelial cell,endo-epithelial cell,CL:0002076,endo-epithelial cell,epithelial cell of alimentary canal,CL:0002251,epithelial cell of alimentary canal,intestinal epithelial cell,CL:0002563,intestinal epithelial cell,paneth cell,CL:0000510,paneth cell,paneth cell of epithelium of small intestine,CL:1000343,paneth cell of epithelium of small intestine,,,,,,,,,,,,,,,,popv,sc_transcriptomics,
838,cell,CL:0000000,cell,melanocyte,CL:0000148,melanocyte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,popv,sc_transcriptomics,
839,cell,CL:0000000,cell,precursor cell,CL:0011115,precursor cell,progenitor cell,CL:0011026,progenitor cell,club cell,CL:0000158,club cell,,,,,,,,,,,,,,,,,,,,,,,,,popv,sc_transcriptomics,
840,cell,CL:0000000,cell,connective tissue cell,CL:0002320,connective tissue cell,myofibroblast cell,CL:0000186,myofibroblast cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,popv,sc_transcriptomics,
841,cell,CL:0000000,cell,epithelial cell,CL:0000066,epithelial cell,endo-epithelial cell,CL:0002076,endo-epithelial cell,respiratory tract epithelial cell,CL:0002368,respiratory tract epithelial cell,epithelial cell of lower respiratory tract,CL:0002632,epithelial cell of lower respiratory tract,epithelial cell of lung,CL:0000082,epithelial cell of lung,pulmonary alveolar epithelial cell,CL:0000322,pulmonary alveolar epithelial cell,,,,,,,,,,,,,,,,popv,sc_transcriptomics,
842,cell,CL:0000000,cell,muscle cell,CL:0000187,muscle cell,non-striated muscle cell,CL:0008000,non-striated muscle cell,smooth muscle cell,CL:0000192,smooth muscle cell,vascular associated smooth muscle cell,CL:0000359,vascular associated smooth muscle cell,,,,,,,,,,,,,,,,,,,,,,popv,sc_transcriptomics,
843,cell,CL:0000000,cell,hematopoietic cell,CL:0000988,hematopoietic cell,leukocyte,CL:0000738,leukocyte,,,,,,,,,,,,,,,,,,,,,,,,,,,,popv,sc_transcriptomics,
844,cell,CL:0000000,cell,hematopoietic cell,CL:0000988,hematopoietic cell,leukocyte,CL:0000738,leukocyte,mononuclear leukocyte,CL:0000842,mononuclear leukocyte,lymphocyte,CL:0000542,lymphocyte,lymphocyte of B lineage,CL:0000945,lymphocyte of B lineage,antibody secreting cell,CL:0000946,antibody secreting cell,plasma cell,CL:0000786,plasma cell,,,,,,,,,,,,,popv,sc_transcriptomics,
845,cell,CL:0000000,cell,hematopoietic cell,CL:0000988,hematopoietic cell,leukocyte,CL:0000738,leukocyte,mononuclear leukocyte,CL:0000842,mononuclear leukocyte,lymphocyte,CL:0000542,lymphocyte,T cell,CL:0000084,T cell,immature T cell,CL:0002420,immature T cell,thymocyte,CL:0000893,thymocyte,double negative thymocyte,CL:0002489,double negative thymocyte,DN3 thymocyte,CL:0000807,DN3 thymocyte,,,,,,,popv,sc_transcriptomics,
846,cell,CL:0000000,cell,hematopoietic cell,CL:0000988,hematopoietic cell,leukocyte,CL:0000738,leukocyte,mononuclear leukocyte,CL:0000842,mononuclear leukocyte,lymphocyte,CL:0000542,lymphocyte,T cell,CL:0000084,T cell,mature T cell,CL:0002419,mature T cell,mature alpha-beta T cell,CL:0000791,mature alpha-beta T cell,"CD4-positive, alpha-beta T cell",CL:0000624,"CD4-positive, alpha-beta T cell","CD4-positive, alpha-beta memory T cell",CL:0000897,"CD4-positive, alpha-beta memory T cell",,,,,,,popv,sc_transcriptomics,
847,cell,CL:0000000,cell,hematopoietic cell,CL:0000988,hematopoietic cell,leukocyte,CL:0000738,leukocyte,mononuclear leukocyte,CL:0000842,mononuclear leukocyte,lymphocyte,CL:0000542,lymphocyte,T cell,CL:0000084,T cell,mature T cell,CL:0002419,mature T cell,mature alpha-beta T cell,CL:0000791,mature alpha-beta T cell,mature NK T cell,CL:0000814,mature NK T cell,type I NK T cell,CL:0000921,type I NK T cell,,,,,,,popv,sc_transcriptomics,
848,cell,CL:0000000,cell,hematopoietic cell,CL:0000988,hematopoietic cell,leukocyte,CL:0000738,leukocyte,mononuclear leukocyte,CL:0000842,mononuclear leukocyte,lymphocyte,CL:0000542,lymphocyte,T cell,CL:0000084,T cell,mature T cell,CL:0002419,mature T cell,effector T cell,CL:0000911,effector T cell,"effector CD4-positive, alpha-beta T cell",CL:0001044,"effector CD4-positive, alpha-beta T cell",,,,,,,,,,popv,sc_transcriptomics,
849,cell,CL:0000000,cell,hematopoietic cell,CL:0000988,hematopoietic cell,leukocyte,CL:0000738,leukocyte,mononuclear leukocyte,CL:0000842,mononuclear leukocyte,lymphocyte,CL:0000542,lymphocyte,T cell,CL:0000084,T cell,mature T cell,CL:0002419,mature T cell,mature alpha-beta T cell,CL:0000791,mature alpha-beta T cell,"CD4-positive, alpha-beta T cell",CL:0000624,"CD4-positive, alpha-beta T cell",CD4-positive helper T cell,CL:0000492,CD4-positive helper T cell,T follicular helper cell,CL:0002038,T follicular helper cell,,,,popv,sc_transcriptomics,
850,cell,CL:0000000,cell,epithelial cell,CL:0000066,epithelial cell,duct epithelial cell,CL:0000068,duct epithelial cell,branched duct epithelial cell,CL:0000069,branched duct epithelial cell,pancreatic ductal cell,CL:0002079,pancreatic ductal cell,,,,,,,,,,,,,,,,,,,,,,popv,sc_transcriptomics,
851,cell,CL:0000000,cell,epithelial cell,CL:0000066,epithelial cell,endo-epithelial cell,CL:0002076,endo-epithelial cell,epithelial cell of prostate,CL:0002231,epithelial cell of prostate,luminal cell of prostate epithelium,CL:0002340,luminal cell of prostate epithelium,,,,,,,,,,,,,,,,,,,,,,popv,sc_transcriptomics,
852,cell,CL:0000000,cell,epithelial cell,CL:0000066,epithelial cell,endo-epithelial cell,CL:0002076,endo-epithelial cell,epithelial cell of thymus,CL:0002293,epithelial cell of thymus,medullary thymic epithelial cell,CL:0002365,medullary thymic epithelial cell,,,,,,,,,,,,,,,,,,,,,,popv,sc_transcriptomics,
853,cell,CL:0000000,cell,epithelial cell,CL:0000066,epithelial cell,ionocyte,CL:0005006,ionocyte,,,,,,,,,,,,,,,,,,,,,,,,,,,,popv,sc_transcriptomics,
854,cell,CL:0000000,cell,hematopoietic cell,CL:0000988,hematopoietic cell,leukocyte,CL:0000738,leukocyte,myeloid leukocyte,CL:0000766,myeloid leukocyte,mast cell,CL:0000097,mast cell,,,,,,,,,,,,,,,,,,,,,,popv,sc_transcriptomics,
855,cell,CL:0000000,cell,hematopoietic cell,CL:0000988,hematopoietic cell,leukocyte,CL:0000738,leukocyte,mononuclear leukocyte,CL:0000842,mononuclear leukocyte,lymphocyte,CL:0000542,lymphocyte,T cell,CL:0000084,T cell,mature T cell,CL:0002419,mature T cell,mature alpha-beta T cell,CL:0000791,mature alpha-beta T cell,"CD4-positive, alpha-beta T cell",CL:0000624,"CD4-positive, alpha-beta T cell",CD4-positive helper T cell,CL:0000492,CD4-positive helper T cell,,,,,,,popv,sc_transcriptomics,
856,cell,CL:0000000,cell,hematopoietic cell,CL:0000988,hematopoietic cell,leukocyte,CL:0000738,leukocyte,mononuclear leukocyte,CL:0000842,mononuclear leukocyte,lymphocyte,CL:0000542,lymphocyte,T cell,CL:0000084,T cell,mature T cell,CL:0002419,mature T cell,mature alpha-beta T cell,CL:0000791,mature alpha-beta T cell,"CD8-positive, alpha-beta T cell",CL:0000625,"CD8-positive, alpha-beta T cell","CD8-positive, alpha-beta cytokine secreting effector T cell",CL:0000908,"CD8-positive, alpha-beta cytokine secreting effector T cell",,,,,,,popv,sc_transcriptomics,
857,cell,CL:0000000,cell,hematopoietic cell,CL:0000988,hematopoietic cell,leukocyte,CL:0000738,leukocyte,mononuclear leukocyte,CL:0000842,mononuclear leukocyte,mononuclear phagocyte,CL:0000113,mononuclear phagocyte,dendritic cell,CL:0000451,dendritic cell,conventional dendritic cell,CL:0000990,conventional dendritic cell,,,,,,,,,,,,,,,,popv,sc_transcriptomics,
858,cell,CL:0000000,cell,hematopoietic cell,CL:0000988,hematopoietic cell,leukocyte,CL:0000738,leukocyte,mononuclear leukocyte,CL:0000842,mononuclear leukocyte,lymphocyte,CL:0000542,lymphocyte,lymphocyte of B lineage,CL:0000945,lymphocyte of B lineage,B cell,CL:0000236,B cell,"B cell, CD19-positive",CL:0001201,"B cell, CD19-positive",,,,,,,,,,,,,popv,sc_transcriptomics,
859,cell,CL:0000000,cell,endothelial cell,CL:0000115,endothelial cell,cardiac endothelial cell,CL:0010008,cardiac endothelial cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,popv,sc_transcriptomics,
860,cell,CL:0000000,cell,endothelial cell,CL:0000115,endothelial cell,endothelial cell of vascular tree,CL:0002139,endothelial cell of vascular tree,blood vessel endothelial cell,CL:0000071,blood vessel endothelial cell,endothelial cell of artery,CL:1000413,endothelial cell of artery,,,,,,,,,,,,,,,,,,,,,,popv,sc_transcriptomics,
861,cell,CL:0000000,cell,endothelial cell,CL:0000115,endothelial cell,gut endothelial cell,CL:0000131,gut endothelial cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,popv,sc_transcriptomics,
862,cell,CL:0000000,cell,connective tissue cell,CL:0002320,connective tissue cell,adipocyte,CL:0000136,adipocyte,,,,,,,,,,,,,,,,,,,,,,,,,,,,popv,sc_transcriptomics,
863,cell,CL:0000000,cell,epithelial cell,CL:0000066,epithelial cell,hepatocyte,CL:0000182,hepatocyte,,,,,,,,,,,,,,,,,,,,,,,,,,,,popv,sc_transcriptomics,
864,cell,CL:0000000,cell,epithelial cell,CL:0000066,epithelial cell,ecto-epithelial cell,CL:0002077,ecto-epithelial cell,general ecto-epithelial cell,CL:0002159,general ecto-epithelial cell,corneal epithelial cell,CL:0000575,corneal epithelial cell,,,,,,,,,,,,,,,,,,,,,,popv,sc_transcriptomics,
865,cell,CL:0000000,cell,hematopoietic cell,CL:0000988,hematopoietic cell,leukocyte,CL:0000738,leukocyte,mononuclear leukocyte,CL:0000842,mononuclear leukocyte,lymphocyte,CL:0000542,lymphocyte,lymphocyte of B lineage,CL:0000945,lymphocyte of B lineage,B cell,CL:0000236,B cell,"B cell, CD19-positive",CL:0001201,"B cell, CD19-positive",mature B cell,CL:0000785,mature B cell,memory B cell,CL:0000787,memory B cell,,,,,,,popv,sc_transcriptomics,
866,cell,CL:0000000,cell,epithelial cell,CL:0000066,epithelial cell,mammary gland epithelial cell,CL:0002327,mammary gland epithelial cell,luminal epithelial cell of mammary gland,CL:0002326,luminal epithelial cell of mammary gland,luminal adaptive secretory precursor cell of mammary gland,CL:4033057,luminal adaptive secretory precursor cell of mammary gland,,,,,,,,,,,,,,,,,,,,,,popv,sc_transcriptomics,
867,cell,CL:0000000,cell,neural cell,CL:0002319,neural cell,retinal cell,CL:0009004,retinal cell,retinal pigment epithelial cell,CL:0002586,retinal pigment epithelial cell,,,,,,,,,,,,,,,,,,,,,,,,,popv,sc_transcriptomics,
868,cell,CL:0000000,cell,connective tissue cell,CL:0002320,connective tissue cell,stromal cell,CL:0000499,stromal cell,fibroblast,CL:0000057,fibroblast,,,,,,,,,,,,,,,,,,,,,,,,,popv,sc_transcriptomics,
869,cell,CL:0000000,cell,hematopoietic cell,CL:0000988,hematopoietic cell,myeloid cell,CL:0000763,myeloid cell,platelet,CL:0000233,platelet,,,,,,,,,,,,,,,,,,,,,,,,,popv,sc_transcriptomics,
870,cell,CL:0000000,cell,hematopoietic cell,CL:0000988,hematopoietic cell,leukocyte,CL:0000738,leukocyte,myeloid leukocyte,CL:0000766,myeloid leukocyte,macrophage,CL:0000235,macrophage,,,,,,,,,,,,,,,,,,,,,,popv,sc_transcriptomics,
871,cell,CL:0000000,cell,endothelial cell,CL:0000115,endothelial cell,endothelial cell of vascular tree,CL:0002139,endothelial cell of vascular tree,blood vessel endothelial cell,CL:0000071,blood vessel endothelial cell,microvascular endothelial cell,CL:2000008,microvascular endothelial cell,capillary endothelial cell,CL:0002144,capillary endothelial cell,,,,,,,,,,,,,,,,,,,popv,sc_transcriptomics,
872,cell,CL:0000000,cell,muscle cell,CL:0000187,muscle cell,non-striated muscle cell,CL:0008000,non-striated muscle cell,smooth muscle cell,CL:0000192,smooth muscle cell,tracheobronchial smooth muscle cell,CL:0019019,tracheobronchial smooth muscle cell,bronchial smooth muscle cell,CL:0002598,bronchial smooth muscle cell,,,,,,,,,,,,,,,,,,,popv,sc_transcriptomics,
873,cell,CL:0000000,cell,endothelial cell,CL:0000115,endothelial cell,endothelial cell of vascular tree,CL:0002139,endothelial cell of vascular tree,blood vessel endothelial cell,CL:0000071,blood vessel endothelial cell,,,,,,,,,,,,,,,,,,,,,,,,,popv,sc_transcriptomics,
874,cell,CL:0000000,cell,connective tissue cell,CL:0002320,connective tissue cell,pericyte,CL:0000669,pericyte,,,,,,,,,,,,,,,,,,,,,,,,,,,,popv,sc_transcriptomics,
875,cell,CL:0000000,cell,epithelial cell,CL:0000066,epithelial cell,secretory epithelial cell,CL:1100001,secretory epithelial cell,glandular secretory epithelial cell,CL:0000150,glandular secretory epithelial cell,acinar cell,CL:0000622,acinar cell,pancreatic acinar cell,CL:0002064,pancreatic acinar cell,,,,,,,,,,,,,,,,,,,popv,sc_transcriptomics,
876,cell,CL:0000000,cell,connective tissue cell,CL:0002320,connective tissue cell,stromal cell,CL:0000499,stromal cell,fibroblast,CL:0000057,fibroblast,adventitial fibroblast,CL:4052030,adventitial fibroblast,,,,,,,,,,,,,,,,,,,,,,popv,sc_transcriptomics,
877,cell,CL:0000000,cell,hematopoietic cell,CL:0000988,hematopoietic cell,leukocyte,CL:0000738,leukocyte,mononuclear leukocyte,CL:0000842,mononuclear leukocyte,lymphocyte,CL:0000542,lymphocyte,T cell,CL:0000084,T cell,mature T cell,CL:0002419,mature T cell,mature alpha-beta T cell,CL:0000791,mature alpha-beta T cell,"CD4-positive, alpha-beta T cell",CL:0000624,"CD4-positive, alpha-beta T cell","CD4-positive, CD25-positive, alpha-beta regulatory T cell",CL:0000792,"CD4-positive, CD25-positive, alpha-beta regulatory T cell",naive regulatory T cell,CL:0002677,naive regulatory T cell,,,,popv,sc_transcriptomics,
878,cell,CL:0000000,cell,precursor cell,CL:0011115,precursor cell,progenitor cell,CL:0011026,progenitor cell,hematopoietic stem cell,CL:0000037,hematopoietic stem cell,,,,,,,,,,,,,,,,,,,,,,,,,popv,sc_transcriptomics,
879,cell,CL:0000000,cell,hematopoietic cell,CL:0000988,hematopoietic cell,hematopoietic precursor cell,CL:0008001,hematopoietic precursor cell,hematopoietic lineage restricted progenitor cell,CL:0002031,hematopoietic lineage restricted progenitor cell,myeloid lineage restricted progenitor cell,CL:0000839,myeloid lineage restricted progenitor cell,erythroid progenitor cell,CL:0000038,erythroid progenitor cell,,,,,,,,,,,,,,,,,,,popv,sc_transcriptomics,
880,cell,CL:0000000,cell,hematopoietic cell,CL:0000988,hematopoietic cell,leukocyte,CL:0000738,leukocyte,myeloid leukocyte,CL:0000766,myeloid leukocyte,macrophage,CL:0000235,macrophage,tissue-resident macrophage,CL:0000864,tissue-resident macrophage,central nervous system macrophage,CL:0000878,central nervous system macrophage,microglial cell,CL:0000129,microglial cell,,,,,,,,,,,,,popv,sc_transcriptomics,
881,cell,CL:0000000,cell,muscle cell,CL:0000187,muscle cell,non-striated muscle cell,CL:0008000,non-striated muscle cell,smooth muscle cell,CL:0000192,smooth muscle cell,,,,,,,,,,,,,,,,,,,,,,,,,popv,sc_transcriptomics,
882,cell,CL:0000000,cell,hematopoietic cell,CL:0000988,hematopoietic cell,leukocyte,CL:0000738,leukocyte,mononuclear leukocyte,CL:0000842,mononuclear leukocyte,lymphocyte,CL:0000542,lymphocyte,lymphocyte of B lineage,CL:0000945,lymphocyte of B lineage,B cell,CL:0000236,B cell,,,,,,,,,,,,,,,,popv,sc_transcriptomics,
883,cell,CL:0000000,cell,precursor cell,CL:0011115,precursor cell,stem cell,CL:0000034,stem cell,somatic stem cell,CL:0000723,somatic stem cell,epithelial fate stem cell,CL:0000036,epithelial fate stem cell,basal cell,CL:0000646,basal cell,,,,,,,,,,,,,,,,,,,popv,sc_transcriptomics,
884,cell,CL:0000000,cell,hematopoietic cell,CL:0000988,hematopoietic cell,leukocyte,CL:0000738,leukocyte,myeloid leukocyte,CL:0000766,myeloid leukocyte,granulocyte,CL:0000094,granulocyte,neutrophil,CL:0000775,neutrophil,,,,,,,,,,,,,,,,,,,popv,sc_transcriptomics,
885,cell,CL:0000000,cell,hematopoietic cell,CL:0000988,hematopoietic cell,leukocyte,CL:0000738,leukocyte,mononuclear leukocyte,CL:0000842,mononuclear leukocyte,mononuclear phagocyte,CL:0000113,mononuclear phagocyte,dendritic cell,CL:0000451,dendritic cell,conventional dendritic cell,CL:0000990,conventional dendritic cell,myeloid dendritic cell,CL:0000782,myeloid dendritic cell,CD1c-positive myeloid dendritic cell,CL:0002399,CD1c-positive myeloid dendritic cell,,,,,,,,,,popv,sc_transcriptomics,
886,cell,CL:0000000,cell,epithelial cell,CL:0000066,epithelial cell,duct epithelial cell,CL:0000068,duct epithelial cell,branched duct epithelial cell,CL:0000069,branched duct epithelial cell,cholangiocyte,CL:1000488,cholangiocyte,intrahepatic cholangiocyte,CL:0002538,intrahepatic cholangiocyte,,,,,,,,,,,,,,,,,,,popv,sc_transcriptomics,
887,cell,CL:0000000,cell,endothelial cell,CL:0000115,endothelial cell,endothelial cell of vascular tree,CL:0002139,endothelial cell of vascular tree,blood vessel endothelial cell,CL:0000071,blood vessel endothelial cell,vein endothelial cell,CL:0002543,vein endothelial cell,,,,,,,,,,,,,,,,,,,,,,popv,sc_transcriptomics,
888,cell,CL:0000000,cell,connective tissue cell,CL:0002320,connective tissue cell,stromal cell,CL:0000499,stromal cell,fibroblast,CL:0000057,fibroblast,fibroblast of cardiac tissue,CL:0002548,fibroblast of cardiac tissue,,,,,,,,,,,,,,,,,,,,,,popv,sc_transcriptomics,
889,cell,CL:0000000,cell,neural cell,CL:0002319,neural cell,neuron,CL:0000540,neuron,central nervous system neuron,CL:2000029,central nervous system neuron,interneuron,CL:0000099,interneuron,bipolar neuron,CL:0000103,bipolar neuron,,,,,,,,,,,,,,,,,,,popv,sc_transcriptomics,
890,cell,CL:0000000,cell,neural cell,CL:0002319,neural cell,neuron associated cell,CL:0000095,neuron associated cell,glial cell,CL:0000125,glial cell,radial glial cell,CL:0000681,radial glial cell,,,,,,,,,,,,,,,,,,,,,,popv,sc_transcriptomics,
891,cell,CL:0000000,cell,neural cell,CL:0002319,neural cell,neuron,CL:0000540,neuron,visual system neuron,CL:0008028,visual system neuron,retinal bipolar neuron,CL:0000748,retinal bipolar neuron,,,,,,,,,,,,,,,,,,,,,,popv,sc_transcriptomics,
892,cell,CL:0000000,cell,hematopoietic cell,CL:0000988,hematopoietic cell,leukocyte,CL:0000738,leukocyte,myeloid leukocyte,CL:0000766,myeloid leukocyte,granulocyte,CL:0000094,granulocyte,basophil,CL:0000767,basophil,,,,,,,,,,,,,,,,,,,popv,sc_transcriptomics,
893,cell,CL:0000000,cell,connective tissue cell,CL:0002320,connective tissue cell,stromal cell,CL:0000499,stromal cell,fibroblast,CL:0000057,fibroblast,pancreatic stellate cell,CL:0002410,pancreatic stellate cell,,,,,,,,,,,,,,,,,,,,,,popv,sc_transcriptomics,
894,cell,CL:0000000,cell,epithelial cell,CL:0000066,epithelial cell,endo-epithelial cell,CL:0002076,endo-epithelial cell,epithelial cell of alimentary canal,CL:0002251,epithelial cell of alimentary canal,intestinal epithelial cell,CL:0002563,intestinal epithelial cell,epithelial cell of large intestine,CL:0002253,epithelial cell of large intestine,colon epithelial cell,CL:0011108,colon epithelial cell,,,,,,,,,,,,,,,,popv,sc_transcriptomics,
