1,AS/1,AS/1/ID,AS/1/LABEL,AS/2,AS/2/ID,AS/2/LABEL,AS/3,AS/3/ID,AS/3/LABEL,AS/4,AS/4/ID,AS/4/LABEL,AS/5,AS/5/ID,AS/5/LABEL,AS/6,AS/6/ID,AS/6/LABEL,AS/7,AS/7/ID,AS/7/LABEL,AS/8,AS/8/ID,AS/8/LABEL,AS/9,AS/9/ID,AS/9/LABEL,AS/10,AS/10/ID,AS/10/LABEL,AS/11,AS/11/ID,AS/11/LABEL,AS/12,AS/12/ID,AS/12/LABEL,CT/1 - Sources,BGene/1,NV notes
256,cell,CL:0000000,cell,epithelial cell,CL:0000066,epithelial cell,columnar/cuboidal epithelial cell,CL:0000075,columnar/cuboidal epithelial cell,multiciliated epithelial cell,CL:0005012,multiciliated epithelial cell,,,,,,,,,,,,,,,,,,,,,,,,,celltypist,sc_transcriptomics,
257,cell,CL:0000000,cell,epithelial cell,CL:0000066,epithelial cell,columnar/cuboidal epithelial cell,CL:0000075,columnar/cuboidal epithelial cell,brush border epithelial cell,CL:0000239,brush border epithelial cell,enterocyte,CL:0000584,enterocyte,enterocyte of epithelium of small intestine,CL:1000334,enterocyte of epithelium of small intestine,,,,,,,,,,,,,,,,,,,celltypist,sc_transcriptomics,
258,cell,CL:0000000,cell,epithelial cell,CL:0000066,epithelial cell,kidney epithelial cell,CL:0002518,kidney epithelial cell,renal cortical epithelial cell,CL:0002584,renal cortical epithelial cell,kidney corpuscule cell,CL:1000612,kidney corpuscule cell,glomerular cell,CL:1000746,glomerular cell,kidney glomerular epithelial cell,CL:1000510,kidney glomerular epithelial cell,epithelial cell of glomerular capsule,CL:1000450,epithelial cell of glomerular capsule,parietal epithelial cell,CL:1000452,parietal epithelial cell,,,,,,,,,,celltypist,sc_transcriptomics,
259,cell,CL:0000000,cell,connective tissue cell,CL:0002320,connective tissue cell,stromal cell,CL:0000499,stromal cell,fibroblast,CL:0000057,fibroblast,kidney interstitial fibroblast,CL:1000692,kidney interstitial fibroblast,,,,,,,,,,,,,,,,,,,,,,celltypist,sc_transcriptomics,
260,cell,CL:0000000,cell,endothelial cell,CL:0000115,endothelial cell,endothelial cell of vascular tree,CL:0002139,endothelial cell of vascular tree,blood vessel endothelial cell,CL:0000071,blood vessel endothelial cell,microvascular endothelial cell,CL:2000008,microvascular endothelial cell,capillary endothelial cell,CL:0002144,capillary endothelial cell,kidney capillary endothelial cell,CL:1000892,kidney capillary endothelial cell,peritubular capillary endothelial cell,CL:1001033,peritubular capillary endothelial cell,,,,,,,,,,,,,celltypist,sc_transcriptomics,
261,cell,CL:0000000,cell,hematopoietic cell,CL:0000988,hematopoietic cell,leukocyte,CL:0000738,leukocyte,mononuclear leukocyte,CL:0000842,mononuclear leukocyte,lymphocyte,CL:0000542,lymphocyte,lymphocyte of B lineage,CL:0000945,lymphocyte of B lineage,B cell,CL:0000236,B cell,cycling B cell,CL:4033068,cycling B cell,,,,,,,,,,,,,celltypist,sc_transcriptomics,
262,cell,CL:0000000,cell,connective tissue cell,CL:0002320,connective tissue cell,stromal cell,CL:0000499,stromal cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,celltypist,sc_transcriptomics,
263,cell,CL:0000000,cell,hematopoietic cell,CL:0000988,hematopoietic cell,myeloid cell,CL:0000763,myeloid cell,megakaryocyte,CL:0000556,megakaryocyte,,,,,,,,,,,,,,,,,,,,,,,,,celltypist,sc_transcriptomics,
264,cell,CL:0000000,cell,epithelial cell,CL:0000066,epithelial cell,columnar/cuboidal epithelial cell,CL:0000075,columnar/cuboidal epithelial cell,brush border epithelial cell,CL:0000239,brush border epithelial cell,enterocyte,CL:0000584,enterocyte,,,,,,,,,,,,,,,,,,,,,,celltypist,sc_transcriptomics,
265,cell,CL:0000000,cell,germ line cell,CL:0000039,germ line cell,germ cell,CL:0000586,germ cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,celltypist,sc_transcriptomics,
266,cell,CL:0000000,cell,epithelial cell,CL:0000066,epithelial cell,kidney epithelial cell,CL:0002518,kidney epithelial cell,renal cortical epithelial cell,CL:0002584,renal cortical epithelial cell,kidney corpuscule cell,CL:1000612,kidney corpuscule cell,glomerular cell,CL:1000746,glomerular cell,kidney glomerular epithelial cell,CL:1000510,kidney glomerular epithelial cell,epithelial cell of glomerular capsule,CL:1000450,epithelial cell of glomerular capsule,podocyte,CL:0000653,podocyte,,,,,,,,,,celltypist,sc_transcriptomics,
267,cell,CL:0000000,cell,hematopoietic cell,CL:0000988,hematopoietic cell,leukocyte,CL:0000738,leukocyte,mononuclear leukocyte,CL:0000842,mononuclear leukocyte,mononuclear phagocyte,CL:0000113,mononuclear phagocyte,dendritic cell,CL:0000451,dendritic cell,plasmacytoid dendritic cell,CL:0000784,plasmacytoid dendritic cell,,,,,,,,,,,,,,,,celltypist,sc_transcriptomics,
268,cell,CL:0000000,cell,hematopoietic cell,CL:0000988,hematopoietic cell,leukocyte,CL:0000738,leukocyte,mononuclear leukocyte,CL:0000842,mononuclear leukocyte,lymphocyte,CL:0000542,lymphocyte,lymphocyte of B lineage,CL:0000945,lymphocyte of B lineage,B cell,CL:0000236,B cell,"B cell, CD19-positive",CL:0001201,"B cell, CD19-positive",precursor B cell,CL:0000817,precursor B cell,,,,,,,,,,celltypist,sc_transcriptomics,
269,cell,CL:0000000,cell,hematopoietic cell,CL:0000988,hematopoietic cell,leukocyte,CL:0000738,leukocyte,mononuclear leukocyte,CL:0000842,mononuclear leukocyte,lymphocyte,CL:0000542,lymphocyte,T cell,CL:0000084,T cell,immature T cell,CL:0002420,immature T cell,thymocyte,CL:0000893,thymocyte,,,,,,,,,,,,,celltypist,sc_transcriptomics,
270,cell,CL:0000000,cell,hematopoietic cell,CL:0000988,hematopoietic cell,leukocyte,CL:0000738,leukocyte,mononuclear leukocyte,CL:0000842,mononuclear leukocyte,lymphocyte,CL:0000542,lymphocyte,lymphocyte of B lineage,CL:0000945,lymphocyte of B lineage,B cell,CL:0000236,B cell,"B cell, CD19-positive",CL:0001201,"B cell, CD19-positive",mature B cell,CL:0000785,mature B cell,memory B cell,CL:0000787,memory B cell,unswitched memory B cell,CL:0000970,unswitched memory B cell,,,,celltypist,sc_transcriptomics,
271,cell,CL:0000000,cell,hematopoietic cell,CL:0000988,hematopoietic cell,leukocyte,CL:0000738,leukocyte,mononuclear leukocyte,CL:0000842,mononuclear leukocyte,lymphocyte,CL:0000542,lymphocyte,T cell,CL:0000084,T cell,mature T cell,CL:0002419,mature T cell,mature alpha-beta T cell,CL:0000791,mature alpha-beta T cell,"CD4-positive, alpha-beta T cell",CL:0000624,"CD4-positive, alpha-beta T cell","activated CD4-positive, alpha-beta T cell",CL:0000896,"activated CD4-positive, alpha-beta T cell","activated CD4-positive, alpha-beta T cell, human",CL:0001043,"activated CD4-positive, alpha-beta T cell, human",,,,celltypist,sc_transcriptomics,
272,cell,CL:0000000,cell,muscle cell,CL:0000187,muscle cell,striated muscle cell,CL:0000737,striated muscle cell,cardiac muscle cell,CL:0000746,cardiac muscle cell,specialized cardiac myocyte,CL:0002086,specialized cardiac myocyte,nodal myocyte,CL:0002072,nodal myocyte,,,,,,,,,,,,,,,,,,,celltypist,sc_transcriptomics,
273,cell,CL:0000000,cell,connective tissue cell,CL:0002320,connective tissue cell,stromal cell,CL:0000499,stromal cell,fibroblast,CL:0000057,fibroblast,pancreatic stellate cell,CL:0002410,pancreatic stellate cell,,,,,,,,,,,,,,,,,,,,,,celltypist,sc_transcriptomics,
274,cell,CL:0000000,cell,muscle cell,CL:0000187,muscle cell,non-striated muscle cell,CL:0008000,non-striated muscle cell,smooth muscle cell,CL:0000192,smooth muscle cell,vascular associated smooth muscle cell,CL:0000359,vascular associated smooth muscle cell,blood vessel smooth muscle cell,CL:0019018,blood vessel smooth muscle cell,smooth muscle cell of the pulmonary artery,CL:0002591,smooth muscle cell of the pulmonary artery,,,,,,,,,,,,,,,,celltypist,sc_transcriptomics,
275,cell,CL:0000000,cell,hematopoietic cell,CL:0000988,hematopoietic cell,leukocyte,CL:0000738,leukocyte,myeloid leukocyte,CL:0000766,myeloid leukocyte,macrophage,CL:0000235,macrophage,tissue-resident macrophage,CL:0000864,tissue-resident macrophage,central nervous system macrophage,CL:0000878,central nervous system macrophage,microglial cell,CL:0000129,microglial cell,mature microglial cell,CL:0002629,mature microglial cell,,,,,,,,,,celltypist,sc_transcriptomics,
276,cell,CL:0000000,cell,endothelial cell,CL:0000115,endothelial cell,endothelial cell of vascular tree,CL:0002139,endothelial cell of vascular tree,blood vessel endothelial cell,CL:0000071,blood vessel endothelial cell,endothelial cell of sinusoid,CL:0002262,endothelial cell of sinusoid,endothelial cell of hepatic sinusoid,CL:1000398,endothelial cell of hepatic sinusoid,endothelial cell of periportal hepatic sinusoid,CL:0019021,endothelial cell of periportal hepatic sinusoid,,,,,,,,,,,,,,,,celltypist,sc_transcriptomics,
277,cell,CL:0000000,cell,hematopoietic cell,CL:0000988,hematopoietic cell,leukocyte,CL:0000738,leukocyte,myeloid leukocyte,CL:0000766,myeloid leukocyte,macrophage,CL:0000235,macrophage,lung macrophage,CL:1001603,lung macrophage,alveolar macrophage,CL:0000583,alveolar macrophage,CCL3-positive alveolar macrophage,CL:4033041,CCL3-positive alveolar macrophage,,,,,,,,,,,,,celltypist,sc_transcriptomics,
278,cell,CL:0000000,cell,endothelial cell,CL:0000115,endothelial cell,endothelial cell of vascular tree,CL:0002139,endothelial cell of vascular tree,endothelial cell of lymphatic vessel,CL:0002138,endothelial cell of lymphatic vessel,cycling endothelial cell of lymphatic vessel,CL:4033079,cycling endothelial cell of lymphatic vessel,,,,,,,,,,,,,,,,,,,,,,celltypist,sc_transcriptomics,
279,cell,CL:0000000,cell,muscle cell,CL:0000187,muscle cell,striated muscle cell,CL:0000737,striated muscle cell,myotube,CL:0002372,myotube,skeletal muscle fiber,CL:0008002,skeletal muscle fiber,,,,,,,,,,,,,,,,,,,,,,celltypist,sc_transcriptomics,
280,cell,CL:0000000,cell,precursor cell,CL:0011115,precursor cell,progenitor cell,CL:0011026,progenitor cell,neural progenitor cell,CL:0011020,neural progenitor cell,,,,,,,,,,,,,,,,,,,,,,,,,celltypist,sc_transcriptomics,
281,cell,CL:0000000,cell,epithelial cell,CL:0000066,epithelial cell,columnar/cuboidal epithelial cell,CL:0000075,columnar/cuboidal epithelial cell,neurecto-epithelial cell,CL:0000710,neurecto-epithelial cell,ependymal cell,CL:0000065,ependymal cell,,,,,,,,,,,,,,,,,,,,,,celltypist,sc_transcriptomics,
282,cell,CL:0000000,cell,neural cell,CL:0002319,neural cell,neuron associated cell,CL:0000095,neuron associated cell,glial cell,CL:0000125,glial cell,macroglial cell,CL:0000126,macroglial cell,oligodendrocyte,CL:0000128,oligodendrocyte,,,,,,,,,,,,,,,,,,,celltypist,sc_transcriptomics,
283,cell,CL:0000000,cell,hematopoietic cell,CL:0000988,hematopoietic cell,leukocyte,CL:0000738,leukocyte,mononuclear leukocyte,CL:0000842,mononuclear leukocyte,lymphocyte,CL:0000542,lymphocyte,T cell,CL:0000084,T cell,mature T cell,CL:0002419,mature T cell,mature alpha-beta T cell,CL:0000791,mature alpha-beta T cell,"CD4-positive, alpha-beta T cell",CL:0000624,"CD4-positive, alpha-beta T cell",CD4-positive helper T cell,CL:0000492,CD4-positive helper T cell,T-helper 2 cell,CL:0000546,T-helper 2 cell,,,,celltypist,sc_transcriptomics,
284,cell,CL:0000000,cell,hematopoietic cell,CL:0000988,hematopoietic cell,leukocyte,CL:0000738,leukocyte,mononuclear leukocyte,CL:0000842,mononuclear leukocyte,lymphocyte,CL:0000542,lymphocyte,T cell,CL:0000084,T cell,mature T cell,CL:0002419,mature T cell,mature alpha-beta T cell,CL:0000791,mature alpha-beta T cell,"CD4-positive, alpha-beta T cell",CL:0000624,"CD4-positive, alpha-beta T cell",,,,,,,,,,celltypist,sc_transcriptomics,
285,cell,CL:0000000,cell,hematopoietic cell,CL:0000988,hematopoietic cell,leukocyte,CL:0000738,leukocyte,,,,,,,,,,,,,,,,,,,,,,,,,,,,celltypist,sc_transcriptomics,
286,cell,CL:0000000,cell,muscle cell,CL:0000187,muscle cell,striated muscle cell,CL:0000737,striated muscle cell,cardiac muscle cell,CL:0000746,cardiac muscle cell,,,,,,,,,,,,,,,,,,,,,,,,,celltypist,sc_transcriptomics,
287,cell,CL:0000000,cell,hematopoietic cell,CL:0000988,hematopoietic cell,leukocyte,CL:0000738,leukocyte,myeloid leukocyte,CL:0000766,myeloid leukocyte,macrophage,CL:0000235,macrophage,elicited macrophage,CL:0000861,elicited macrophage,M2 macrophage,CL:0000890,M2 macrophage,,,,,,,,,,,,,,,,celltypist,sc_transcriptomics,
288,cell,CL:0000000,cell,hematopoietic cell,CL:0000988,hematopoietic cell,leukocyte,CL:0000738,leukocyte,mononuclear leukocyte,CL:0000842,mononuclear leukocyte,lymphocyte,CL:0000542,lymphocyte,T cell,CL:0000084,T cell,mature T cell,CL:0002419,mature T cell,mature alpha-beta T cell,CL:0000791,mature alpha-beta T cell,"CD8-positive, alpha-beta T cell",CL:0000625,"CD8-positive, alpha-beta T cell","CD8-positive, alpha-beta memory T cell",CL:0000909,"CD8-positive, alpha-beta memory T cell",,,,,,,celltypist,sc_transcriptomics,
289,cell,CL:0000000,cell,hematopoietic cell,CL:0000988,hematopoietic cell,leukocyte,CL:0000738,leukocyte,mononuclear leukocyte,CL:0000842,mononuclear leukocyte,lymphocyte,CL:0000542,lymphocyte,innate lymphoid cell,CL:0001065,innate lymphoid cell,group 3 innate lymphoid cell,CL:0001071,group 3 innate lymphoid cell,"group 3 innate lymphoid cell, human",CL:0001078,"group 3 innate lymphoid cell, human",,,,,,,,,,,,,celltypist,sc_transcriptomics,
290,cell,CL:0000000,cell,hematopoietic cell,CL:0000988,hematopoietic cell,leukocyte,CL:0000738,leukocyte,mononuclear leukocyte,CL:0000842,mononuclear leukocyte,lymphocyte,CL:0000542,lymphocyte,T cell,CL:0000084,T cell,mature T cell,CL:0002419,mature T cell,mature alpha-beta T cell,CL:0000791,mature alpha-beta T cell,"CD4-positive, alpha-beta T cell",CL:0000624,"CD4-positive, alpha-beta T cell",CD4-positive helper T cell,CL:0000492,CD4-positive helper T cell,T follicular helper cell,CL:0002038,T follicular helper cell,,,,celltypist,sc_transcriptomics,
291,cell,CL:0000000,cell,epithelial cell,CL:0000066,epithelial cell,endo-epithelial cell,CL:0002076,endo-epithelial cell,epithelial cell of alimentary canal,CL:0002251,epithelial cell of alimentary canal,intestinal epithelial cell,CL:0002563,intestinal epithelial cell,intestinal enteroendocrine cell,CL:1001516,intestinal enteroendocrine cell,enteroendocrine cell of small intestine,CL:0009006,enteroendocrine cell of small intestine,type I enteroendocrine cell,CL:0002277,type I enteroendocrine cell,,,,,,,,,,,,,celltypist,sc_transcriptomics,
292,cell,CL:0000000,cell,neural cell,CL:0002319,neural cell,neuron associated cell,CL:0000095,neuron associated cell,glial cell,CL:0000125,glial cell,Schwann cell,CL:0002573,Schwann cell,,,,,,,,,,,,,,,,,,,,,,celltypist,sc_transcriptomics,
293,cell,CL:0000000,cell,epithelial cell,CL:0000066,epithelial cell,hepatocyte,CL:0000182,hepatocyte,midzonal region hepatocyte,CL:0019028,midzonal region hepatocyte,,,,,,,,,,,,,,,,,,,,,,,,,celltypist,sc_transcriptomics,
294,cell,CL:0000000,cell,endothelial cell,CL:0000115,endothelial cell,endothelial cell of vascular tree,CL:0002139,endothelial cell of vascular tree,blood vessel endothelial cell,CL:0000071,blood vessel endothelial cell,microvascular endothelial cell,CL:2000008,microvascular endothelial cell,capillary endothelial cell,CL:0002144,capillary endothelial cell,kidney capillary endothelial cell,CL:1000892,kidney capillary endothelial cell,glomerular capillary endothelial cell,CL:1001005,glomerular capillary endothelial cell,,,,,,,,,,,,,azimuth,sc_transcriptomics,
295,cell,CL:0000000,cell,epithelial cell,CL:0000066,epithelial cell,kidney epithelial cell,CL:0002518,kidney epithelial cell,epithelial cell of nephron,CL:1000449,epithelial cell of nephron,kidney collecting duct epithelial cell,CL:1000454,kidney collecting duct epithelial cell,kidney cortex collecting duct epithelial cell,CL:1000549,kidney cortex collecting duct epithelial cell,kidney cortex collecting duct intercalated cell,CL:1000715,kidney cortex collecting duct intercalated cell,kidney collecting duct beta-intercalated cell,CL:4030005,kidney collecting duct beta-intercalated cell,,,,,,,,,,,,,celltypist,sc_transcriptomics,
296,cell,CL:0000000,cell,epithelial cell,CL:0000066,epithelial cell,endo-epithelial cell,CL:0002076,endo-epithelial cell,respiratory tract epithelial cell,CL:0002368,respiratory tract epithelial cell,deuterosomal cell,CL:4033044,deuterosomal cell,,,,,,,,,,,,,,,,,,,,,,celltypist,sc_transcriptomics,
297,cell,CL:0000000,cell,hematopoietic cell,CL:0000988,hematopoietic cell,hematopoietic precursor cell,CL:0008001,hematopoietic precursor cell,hematopoietic oligopotent progenitor cell,CL:0002032,hematopoietic oligopotent progenitor cell,common myeloid progenitor,CL:0000049,common myeloid progenitor,,,,,,,,,,,,,,,,,,,,,,celltypist,sc_transcriptomics,
298,cell,CL:0000000,cell,hematopoietic cell,CL:0000988,hematopoietic cell,hematopoietic precursor cell,CL:0008001,hematopoietic precursor cell,hematopoietic oligopotent progenitor cell,CL:0002032,hematopoietic oligopotent progenitor cell,common lymphoid progenitor,CL:0000051,common lymphoid progenitor,,,,,,,,,,,,,,,,,,,,,,celltypist,sc_transcriptomics,
299,cell,CL:0000000,cell,neural cell,CL:0002319,neural cell,neuron,CL:0000540,neuron,neural crest derived neuron,CL:0000029,neural crest derived neuron,chromaffin cell,CL:0000166,chromaffin cell,type EC enteroendocrine cell,CL:0000577,type EC enteroendocrine cell,,,,,,,,,,,,,,,,,,,celltypist,sc_transcriptomics,
300,cell,CL:0000000,cell,epithelial cell,CL:0000066,epithelial cell,columnar/cuboidal epithelial cell,CL:0000075,columnar/cuboidal epithelial cell,neurecto-epithelial cell,CL:0000710,neurecto-epithelial cell,ependymal cell,CL:0000065,ependymal cell,choroid plexus epithelial cell,CL:0000706,choroid plexus epithelial cell,,,,,,,,,,,,,,,,,,,celltypist,sc_transcriptomics,
301,cell,CL:0000000,cell,hematopoietic cell,CL:0000988,hematopoietic cell,leukocyte,CL:0000738,leukocyte,mononuclear leukocyte,CL:0000842,mononuclear leukocyte,lymphocyte,CL:0000542,lymphocyte,T cell,CL:0000084,T cell,mature T cell,CL:0002419,mature T cell,mature alpha-beta T cell,CL:0000791,mature alpha-beta T cell,"CD4-positive, alpha-beta T cell",CL:0000624,"CD4-positive, alpha-beta T cell","CD4-positive, CD25-positive, alpha-beta regulatory T cell",CL:0000792,"CD4-positive, CD25-positive, alpha-beta regulatory T cell",,,,,,,celltypist,sc_transcriptomics,
302,cell,CL:0000000,cell,hematopoietic cell,CL:0000988,hematopoietic cell,leukocyte,CL:0000738,leukocyte,mononuclear leukocyte,CL:0000842,mononuclear leukocyte,lymphocyte,CL:0000542,lymphocyte,T cell,CL:0000084,T cell,mature T cell,CL:0002419,mature T cell,mature alpha-beta T cell,CL:0000791,mature alpha-beta T cell,"CD8-positive, alpha-beta T cell",CL:0000625,"CD8-positive, alpha-beta T cell","CD8-positive, alpha-beta cytotoxic T cell",CL:0000794,"CD8-positive, alpha-beta cytotoxic T cell",,,,,,,celltypist,sc_transcriptomics,
303,cell,CL:0000000,cell,hematopoietic cell,CL:0000988,hematopoietic cell,leukocyte,CL:0000738,leukocyte,myeloid leukocyte,CL:0000766,myeloid leukocyte,monocyte,CL:0000576,monocyte,CD14-positive monocyte,CL:0001054,CD14-positive monocyte,"CD14-positive, CD16-negative classical monocyte",CL:0002057,"CD14-positive, CD16-negative classical monocyte",,,,,,,,,,,,,,,,celltypist,sc_transcriptomics,
304,cell,CL:0000000,cell,epithelial cell,CL:0000066,epithelial cell,columnar/cuboidal epithelial cell,CL:0000075,columnar/cuboidal epithelial cell,brush border epithelial cell,CL:0000239,brush border epithelial cell,enterocyte,CL:0000584,enterocyte,enterocyte of epithelium of large intestine,CL:0002071,enterocyte of epithelium of large intestine,,,,,,,,,,,,,,,,,,,celltypist,sc_transcriptomics,
